City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
71,iqaluit,63.7506,-68.5145,-21.15,71,100,2.06,CA,1702912571
72,isafjordur,66.0755,-23.124,-6.98,86,40,2.57,IS,1702912571
73,whitehorse,60.7161,-135.0538,-9.57,73,20,2.06,CA,1702912571
74,barhi,23.9,80.8,14.57,37,75,0.76,IN,1702912572
75,kirakira,-10.4544,161.9205,25.35,85,100,1.74,SB,1702912572
76,askoy,60.4092,5.226,7.64,100,75,6.17,NO,1702912572
77,luderitz,-26.6481,15.1594,24.41,53,7,12.26,NA,1702912573
78,ust-nera,64.5667,143.2,-37.25,98,86,1.45,RU,1702912573
79,iquique,-20.2208,-70.1431,21.61,69,65,2.7,CL,1702912327
80,thompson,55.7435,-97.8558,-18.91,84,75,1.54,CA,1702912573
81,talnakh,69.4865,88.3972,-15.04,83,100,7.65,RU,1702912573
82,nemuro,43.3236,145.575,-5.94,70,12,9.76,JP,1702912574
83,mugia,43.1041,-9.2179,12.73,65,39,1.05,ES,1702912574
84,galesong,-5.3166,119.3661,25.01,76,46,0.65,ID,1702912574
85,ostersund,63.1792,14.6357,4.25,65,0,5.66,SE,1702912575
86,formosa do rio preto,-11.0483,-45.1931,35.57,29,18,2.79,BR,1702912575
87,colonia,50.9333,6.95,6.59,79,0,1.03,DE,1702912544
88,sisimiut,66.9395,-53.6735,-9.1,78,100,15.89,GL,1702912575
89,pisco,-13.7,-76.2167,21.12,88,100,3.09,PE,1702912366
90,marsh harbour,26.5412,-77.0636,21.68,63,0,8.23,BS,1702912576
91,arkhangel'sk,64.5401,40.5433,-0.94,93,100,7.0,RU,1702912576
92,domna,51.8971,113.1573,-36.91,67,98,0.0,RU,1702912576
93,ghanzi,-21.5667,21.7833,32.94,30,99,3.75,BW,1702912576
94,beyneu,45.3167,55.2,-0.69,86,100,5.66,KZ,1702912577
95,palmer,42.1584,-72.3287,16.34,83,100,3.13,US,1702912577
96,ambikapur,23.1167,83.2,12.12,47,71,1.44,IN,1702912577
97,edinburgh of the seven seas,-37.0676,-12.3116,14.25,71,10,5.73,SH,1702912577
98,chul'man,56.8479,124.9104,-39.75,100,98,1.36,RU,1702912578
99,fort bragg,35.139,-79.006,12.82,66,0,3.13,US,1702912578
100,parauapebas,-6.0675,-49.9022,26.99,83,75,2.06,BR,1702912410
101,stanley,54.868,-1.6985,12.1,89,75,6.69,GB,1702912578
102,lorengau,-2.0226,147.2712,27.18,83,92,2.39,PG,1702912579
103,bilibino,68.0546,166.4372,-33.54,99,99,0.36,RU,1702912579
104,punta arenas,-53.15,-70.9167,13.06,58,0,7.2,CL,1702912330
105,rio grande,-32.035,-52.0986,31.06,84,97,5.35,BR,1702912579
106,lautoka,-17.6167,177.4667,25.92,83,40,2.06,FJ,1702912580
107,invercargill,-46.4,168.35,8.63,86,100,1.63,NZ,1702912580
108,wang saphung,17.301,101.7685,21.98,73,35,0.8,TH,1702912581
109,sur,22.5667,59.5289,22.9,47,0,3.97,OM,1702912581
110,praia,14.9215,-23.5087,27.3,57,40,8.23,CV,1702912437
111,richards bay,-28.783,32.0377,26.11,80,67,4.81,ZA,1702912294
112,sao joao da barra,-21.6403,-41.0511,31.05,75,19,5.44,BR,1702912582
113,st. john's,47.5649,-52.7093,6.65,77,75,8.75,CA,1702912435
114,ilulissat,69.2167,-51.1,-10.99,57,75,4.12,GL,1702912582
115,puerto baquerizo moreno,-0.9,-89.6,24.55,88,100,5.14,EC,1702912583
116,hithadhoo,-0.6,73.0833,28.69,75,49,3.67,MV,1702912583
117,tofol,5.3248,163.0078,28.04,78,100,9.28,FM,1702912583
118,waitangi,-43.9535,-176.5597,11.57,75,15,5.73,NZ,1702912583
119,ilhabela,-23.7781,-45.3581,27.62,74,9,3.55,BR,1702912325
120,tolanaro,-25.0319,46.9987,25.09,79,15,3.64,MG,1702912584
121,malvan,16.0667,73.4667,27.97,73,100,2.1,IN,1702912584
122,ancud,-41.8697,-73.8203,13.41,46,0,1.89,CL,1702912584
123,lompoc,34.6391,-120.4579,17.55,60,100,4.12,US,1702912585
124,georgetown,5.4112,100.3354,28.96,84,20,1.54,MY,1702912297
125,antsiranana,-12.2787,49.2917,28.38,72,63,5.43,MG,1702912585
126,aksu,41.1231,80.2644,-5.62,42,0,1.2,CN,1702912585
127,zhanaozen,43.3,52.8,-0.03,87,96,3.77,KZ,1702912586
128,gadzhiyevo,69.2551,33.3362,-4.46,85,23,10.51,RU,1702912586
129,nykvarn,59.8,18.3,5.13,95,86,4.36,SE,1702912586
130,manokwari,-0.8667,134.0833,26.17,86,94,3.15,ID,1702912586
131,callao,-12.0667,-77.15,24.29,73,100,4.12,PE,1702912586
132,am timan,11.0297,20.2827,35.41,12,83,1.7,TD,1702912587
133,kalmunai,7.4167,81.8167,25.76,89,87,3.83,LK,1702912587
134,avarua,-21.2078,-159.775,24.03,88,75,5.66,CK,1702912587
135,kayar,14.9192,-17.1211,28.53,26,100,5.98,SN,1702912588
136,port douglas,-16.4833,145.4667,24.6,90,100,4.55,AU,1702912588
137,mahajanga,-15.7167,46.3167,29.08,73,89,6.85,MG,1702912588
138,celestun,20.8667,-90.4,22.88,55,100,4.72,MX,1702912588
139,hilo,19.7297,-155.09,19.85,95,100,2.06,US,1702912588
140,muisne,0.6,-80.0333,26.42,83,94,3.19,EC,1702912589
141,olyokminsk,60.3736,120.4264,-34.98,98,56,1.78,RU,1702912589
142,piedras negras,28.7,-100.5167,7.32,87,0,3.09,MX,1702912377
143,umarkot,25.3616,69.7362,21.12,22,35,4.03,PK,1702912589
144,ta`u,-14.2336,-169.5144,26.86,81,100,3.93,AS,1702912589
145,nishinoomote,30.7333,131.0,12.57,69,100,2.62,JP,1702912590
146,zabol,32.25,67.25,5.12,32,0,1.7,AF,1702912590
147,dickinson,29.4608,-95.0513,13.98,84,0,2.06,US,1702912326
148,kismayo,-0.3582,42.5454,27.66,77,78,7.19,SO,1702912591
149,sitka,57.0531,-135.33,0.94,80,0,0.0,US,1702912591
150,karlskrona,56.1616,15.5866,9.25,97,100,4.95,SE,1702912546
151,yaren,-0.5472,166.916,28.46,80,100,7.58,NR,1702912591
152,keelung,25.1283,121.7419,20.61,87,61,3.96,TW,1702912591
153,novo selo,41.4139,22.8811,6.24,72,4,2.73,MK,1702912592
154,las lajitas,-24.6833,-64.25,33.46,43,88,2.72,AR,1702912592
155,mossel bay,-34.1831,22.146,19.96,70,47,5.12,ZA,1702912592
156,petropavlovsk-kamchatsky,53.0452,158.6483,-1.67,83,75,12.0,RU,1702912592
157,kushiro,42.975,144.3747,-8.34,74,0,6.52,JP,1702912593
158,new norfolk,-42.7826,147.0587,15.72,96,100,0.82,AU,1702912593
159,salinopolis,-0.6136,-47.3561,30.33,66,54,3.89,BR,1702912593
160,la passe,45.5549,-0.8967,2.13,66,0,0.89,FR,1702912593
161,chonchi,-42.6128,-73.8092,13.56,43,2,2.37,CL,1702912594
162,klyuchi,52.2667,79.1667,-16.05,74,94,5.75,RU,1702912594
163,pacific grove,36.6177,-121.9166,16.71,91,100,2.68,US,1702912594
164,kuanda,56.3161,116.0806,-33.77,94,40,0.05,RU,1702912594
165,trinity beach,-16.7888,145.6968,25.56,100,100,5.36,AU,1702912595
166,kalevala,65.2,31.1667,-5.51,90,96,3.58,RU,1702912595
167,nema,57.5067,50.5011,-3.12,96,100,3.24,RU,1702912595
168,pimentel,-6.8367,-79.9342,25.16,65,0,6.17,PE,1702912596
169,mercedes,-34.6515,-59.4307,16.03,85,100,7.51,AR,1702912596
170,zapata,26.9073,-99.2714,10.06,93,0,0.0,US,1702912596
171,margaret river,-33.95,115.0667,15.72,60,100,7.75,AU,1702912596
172,quang ngai,15.1167,108.8,22.95,91,55,2.26,VN,1702912597
173,puerto san jose,13.9256,-90.8244,26.06,53,31,2.18,GT,1702912597
174,al'met'yevsk,54.9044,52.3154,-1.62,95,100,4.73,RU,1702912597
175,vrangel',42.7297,133.0839,-10.91,43,0,5.42,RU,1702912597
176,bereznik,62.8551,42.7072,-2.24,92,96,4.3,RU,1702912598
177,kupang,-10.1667,123.5833,26.32,94,74,1.03,ID,1702912598
178,artigas,-30.4,-56.4667,33.75,57,51,5.42,UY,1702912598
179,el calafate,-50.3408,-72.2768,12.9,53,52,3.85,AR,1702912598
180,okhotsk,59.3833,143.3,-23.86,82,97,8.62,RU,1702912599
181,upington,-28.4478,21.2561,38.21,8,20,5.14,ZA,1702912599
182,wilmington,34.2257,-77.9447,14.95,69,0,8.23,US,1702912582
183,farasan,16.7022,42.1183,26.44,70,23,4.61,SA,1702912599
184,ciudad bolivar,8.1222,-63.5497,31.88,46,79,3.4,VE,1702912400
185,kununurra,-15.7667,128.7333,29.99,84,35,2.06,AU,1702912600
186,kilindoni,-7.9139,39.6668,28.71,74,24,5.18,TZ,1702912600
187,kalianget,-7.05,113.9333,28.15,73,98,2.1,ID,1702912600
188,kargil,34.5667,76.1,-5.24,31,0,1.68,IN,1702912600
189,medicine hat,50.0501,-110.6683,1.28,61,100,3.6,CA,1702912600
190,ceeldheer,3.8488,47.1806,27.09,71,65,10.8,SO,1702912601
191,ulladulla,-35.35,150.4667,19.25,84,75,1.6,AU,1702912601
192,qorveh,35.1664,47.8045,4.73,51,28,1.68,IR,1702912601
193,atamyrat,37.8357,65.2106,9.75,52,100,6.11,TM,1702912601
194,ballina,-28.8667,153.5667,23.21,88,2,6.04,AU,1702912602
195,beloyarskiy,63.7119,66.6722,-13.42,91,100,4.25,RU,1702912602
196,buka,40.8108,69.1986,7.44,49,100,0.42,UZ,1702912602
197,vorgashor,67.5833,63.95,-19.57,91,44,5.74,RU,1702912602
198,phan thiet,10.9333,108.1,24.52,85,99,2.44,VN,1702912603
199,ulsteinvik,62.3432,5.8487,8.07,86,100,8.05,NO,1702912603
200,hermanus,-34.4187,19.2345,19.37,60,8,5.95,ZA,1702912603
201,la'ie,21.6477,-157.9253,20.66,75,100,7.59,US,1702912603
202,inirida,3.8653,-67.9239,30.0,75,50,0.38,CO,1702912603
203,port elizabeth,-33.918,25.5701,24.5,77,0,2.68,ZA,1702912309
204,kapa'a,22.0752,-159.319,21.18,87,75,9.26,US,1702912499
205,castillos,-34.1667,-53.8333,23.08,74,100,2.57,UY,1702912604
206,vylkove,45.4021,29.586,7.15,67,92,4.17,UA,1702912604
207,hadibu,12.65,54.0333,24.61,80,81,9.12,YE,1702912604
208,yangjiang,21.85,111.9667,15.75,74,100,3.57,CN,1702912605
209,bredasdorp,-34.5322,20.0403,20.89,49,20,6.08,ZA,1702912605
210,cerro de ortega,18.75,-103.7667,25.39,66,6,1.13,MX,1702912605
211,quellon,-43.1167,-73.6167,11.83,65,2,4.38,CL,1702912605
212,'ain el turk,35.7438,-0.7693,15.38,72,75,2.57,DZ,1702912605
213,aasiaat,68.7098,-52.8699,-12.78,90,100,8.57,GL,1702912606
214,tura,25.5198,90.2201,15.54,83,74,1.07,IN,1702912606
215,kapuskasing,49.4169,-82.4331,-5.95,93,100,10.8,CA,1702912319
216,akureyri,65.6835,-18.0878,-1.04,93,75,2.06,IS,1702912606
217,hammerfest,70.6634,23.6821,2.25,64,75,8.23,NO,1702912606
218,cidreira,-30.1811,-50.2056,26.5,78,37,4.82,BR,1702912607
219,dawei,14.0833,98.2,24.2,77,81,1.85,MM,1702912607
220,goondiwindi,-28.55,150.3167,25.93,61,98,8.39,AU,1702912607
221,baruun-urt,46.6806,113.2792,-26.51,96,99,2.49,MN,1702912607
222,teloloapan,18.35,-99.85,18.15,59,50,1.09,MX,1702912607
223,rikaze,29.25,88.8833,0.09,24,15,1.68,CN,1702912608
224,mili,6.0815,171.735,25.94,91,100,10.06,MH,1702912608
225,north bend,43.4065,-124.2243,11.71,87,100,3.6,US,1702912608
226,cromwell,41.5951,-72.6454,17.45,96,100,5.66,US,1702912592
227,dellys,36.9172,3.9131,14.17,79,100,8.18,DZ,1702912609
228,wailua homesteads,22.0669,-159.378,20.44,87,75,9.26,US,1702912609
229,ipameri,-17.7219,-48.1597,36.87,19,34,1.95,BR,1702912609
230,laudun-l'ardoise,44.1,4.6667,15.29,56,0,1.54,FR,1702912609
231,kodiak,57.79,-152.4072,-0.27,74,100,5.66,US,1702912610
232,nadi,-17.8,177.4167,26.0,83,40,2.06,FJ,1702912610
233,khasab,26.1799,56.2477,23.77,42,2,1.39,OM,1702912610
234,luza,60.6308,47.2512,-2.87,95,99,3.85,RU,1702912610
235,bardai,11.65,7.2333,31.85,13,0,3.61,NG,1702912610
236,kourou,5.1552,-52.6478,30.03,81,56,2.64,GF,1702912611
237,magadan,59.5667,150.8,-23.8,88,86,5.55,RU,1702912611
238,rabo de peixe,37.8,-25.5833,18.73,99,40,5.66,PT,1702912491
239,jaicos,-7.3592,-41.1378,35.68,33,95,1.14,BR,1702912611
240,auki,-8.7676,160.7034,24.02,83,100,0.74,SB,1702912611
241,huambo,-12.7761,15.7392,17.22,92,100,1.02,AO,1702912612
242,as sulayyil,20.4607,45.5779,20.14,21,0,3.11,SA,1702912612
243,makoua,0.0069,15.6333,34.52,33,99,1.86,CG,1702912612
244,ko pha ngan,9.7578,100.0291,26.38,74,20,3.9,TH,1702912612
245,mount isa,-20.7333,139.5,30.87,48,64,4.63,AU,1702912612
246,ponta delgada,37.7333,-25.6667,19.4,88,40,5.66,PT,1702912613
247,chibougamau,49.9168,-74.3659,1.79,100,100,1.54,CA,1702912613
248,coaldale,49.7167,-112.6185,7.82,42,75,7.2,CA,1702912613
249,nuuk,64.1835,-51.7216,-6.66,79,75,8.49,GL,1702912613
250,vila franca do campo,37.7167,-25.4333,19.23,99,98,6.19,PT,1702912614
251,port alfred,-33.5906,26.891,21.21,82,0,2.68,ZA,1702912614
252,kattivakkam,13.2167,80.3167,27.05,67,99,5.82,IN,1702912614
253,culaba,11.6578,124.5425,26.46,85,96,5.51,PH,1702912614
254,atafu village,-8.5421,-172.5159,28.97,74,47,4.79,TK,1702912614
255,yelizovo,53.1873,158.3805,-0.92,51,75,12.0,RU,1702912615
256,kidal,18.4411,1.4078,24.34,13,98,5.35,ML,1702912615
257,college,64.8569,-147.8028,-12.53,85,100,0.0,US,1702912543
258,tazacorte,28.629,-17.9293,21.54,72,20,5.14,ES,1702912615
259,ituango,7.1712,-75.764,22.58,69,51,0.96,CO,1702912615
260,och'amch'ire,42.7123,41.4686,7.11,76,100,1.76,GE,1702912616
261,alice springs,-23.7,133.8833,31.81,27,79,6.82,AU,1702912616
262,port blair,11.6667,92.75,28.02,83,20,2.57,IN,1702912616
263,guerrero negro,27.9769,-114.0611,18.54,65,100,3.88,MX,1702912616
264,maceio,-9.6658,-35.7353,27.69,74,75,2.57,BR,1702912566
265,mccomb,31.2438,-90.4531,9.45,71,0,4.12,US,1702912617
266,vanimo,-2.6741,141.3028,25.71,89,100,1.83,PG,1702912617
267,mount pearl,47.5166,-52.7813,5.96,76,75,8.75,CA,1702912617
268,severobaykal'sk,55.65,109.3167,-24.16,89,39,3.32,RU,1702912617
269,murray,40.6669,-111.888,7.39,62,100,1.54,US,1702912618
270,puerto armuelles,8.2833,-82.8667,28.99,78,32,0.45,PA,1702912353
271,union city,37.5958,-122.0192,13.32,93,100,4.12,US,1702912618
272,katabu,-4.9333,122.5167,25.68,90,99,1.64,ID,1702912618
273,torrington,41.8007,-73.1212,16.19,98,100,1.34,US,1702912619
274,altai,46.3722,96.2583,-29.44,89,15,1.38,MN,1702912619
275,nadym,65.5333,72.5167,-13.08,91,100,10.47,RU,1702912619
276,marka,1.7159,44.7717,27.01,78,99,8.26,SO,1702912619
277,kimbe,-5.5502,150.1429,24.49,93,100,1.31,PG,1702912619
278,nova vicosa,-17.8919,-39.3719,30.04,56,29,5.46,BR,1702912620
279,punta del este,-34.9667,-54.95,21.06,88,75,7.2,UY,1702912620
280,metlaoui,34.3208,8.4016,13.6,53,97,3.68,TN,1702912620
281,fale old settlement,-9.3852,-171.2468,28.91,74,83,4.0,TK,1702912620
282,sovetskaya gavan',48.9723,140.2878,-17.72,79,100,4.5,RU,1702912621
283,safford,32.834,-109.7076,12.84,28,0,5.14,US,1702912621
284,tongchuan,35.0806,109.0897,-2.52,44,16,1.67,CN,1702912621
285,brisas de zicatela,15.8369,-97.0419,25.29,78,0,4.12,MX,1702912621
286,mejit,10.2753,170.8646,26.89,78,47,11.33,MH,1702912622
287,port saint john's,-31.6229,29.5448,21.57,91,100,5.08,ZA,1702912622
288,balasore,21.4942,86.9317,18.78,43,34,1.5,IN,1702912622
289,placerville,38.7296,-120.7986,10.44,88,100,6.17,US,1702912622
290,ak'ordat,15.5486,37.8867,30.94,26,39,2.73,ER,1702912623
291,san antonio oeste,-40.7319,-64.9477,14.56,49,1,6.48,AR,1702912623
292,gilgit,35.9221,74.3087,2.42,45,0,1.18,PK,1702912623
293,napili-honokowai,20.9708,-156.6705,21.51,90,100,5.37,US,1702912623
294,osmancik,40.9782,34.8047,4.95,62,100,0.34,TR,1702912624
295,macherla,16.4833,79.4333,22.94,73,100,2.22,IN,1702912624
296,ghat,24.9647,10.1728,22.43,15,11,4.75,LY,1702912624
297,sirte,31.2089,16.5887,19.45,60,9,7.35,LY,1702912624
298,ofunato,39.0717,141.7167,-0.78,69,79,6.64,JP,1702912625
299,mantua,45.1667,10.7833,11.34,86,8,0.89,IT,1702912625
300,yichang,30.7144,111.2847,1.83,75,16,0.71,CN,1702912625
301,howrah,22.5892,88.3103,19.0,63,20,1.54,IN,1702912625
302,sao domingos do prata,-19.865,-42.9683,31.9,42,12,1.22,BR,1702912626
303,newman,37.3138,-121.0208,10.19,93,84,1.84,US,1702912626
304,karema,-6.8205,30.4389,26.9,79,100,0.94,TZ,1702912626
305,bremen,53.0752,8.8078,8.34,91,100,6.69,DE,1702912453
306,muden,52.5277,10.3601,8.09,89,93,6.08,DE,1702912627
307,humberto de campos,-2.5983,-43.4611,30.13,69,82,2.17,BR,1702912627
308,sile,41.1754,29.6133,9.2,59,11,1.35,TR,1702912627
309,hakui,36.8833,136.7833,2.92,87,100,1.46,JP,1702912628
310,egilsstadir,65.2653,-14.3948,-6.05,86,40,1.54,IS,1702912628
311,saraqib,35.8645,36.8059,10.2,40,0,2.02,SY,1702912628
312,bandar labuan,5.2888,115.2692,29.2,74,20,3.6,MY,1702912628
313,sanya,18.2431,109.505,24.09,83,75,2.0,CN,1702912629
314,tosontsengel,48.7567,98.2839,-36.78,99,94,0.7,MN,1702912629
315,san agustin de valle fertil,-30.6335,-67.4682,24.36,30,77,4.78,AR,1702912629
316,woolgoolga,-30.1106,153.2007,25.93,89,78,2.99,AU,1702912630
317,afaahiti,-17.75,-149.2833,23.93,87,100,4.97,PF,1702912630
318,byron bay,-28.65,153.6167,23.17,96,30,1.97,AU,1702912512
319,iza,48.2152,23.3287,3.42,88,33,0.88,UA,1702912631
320,tazovsky,67.4667,78.7,-12.94,91,100,10.65,RU,1702912631
321,ugoofaaru,5.6667,73.0,28.39,69,62,0.7,MV,1702912631
322,wladyslawowo,54.7909,18.4009,7.75,93,100,9.94,PL,1702912424
323,harlingen,26.1906,-97.6961,14.96,93,0,2.06,US,1702912460
324,belyy yar,53.6039,91.3903,-32.06,75,0,0.0,RU,1702912633
325,roseau,15.3017,-61.3881,31.36,62,20,1.54,DM,1702912633
326,el granada,37.5027,-122.4694,13.29,94,100,8.23,US,1702912633
327,waingapu,-9.6567,120.2641,26.41,75,43,3.1,ID,1702912634
328,tinogasta,-28.0632,-67.5649,27.58,40,15,5.71,AR,1702912634
329,nova sintra,14.8667,-24.7167,21.79,66,100,5.71,CV,1702912634
330,jutai,-5.1833,-68.9,27.71,74,99,0.7,BR,1702912635
331,polyarnyy,69.1989,33.4478,-3.91,84,26,10.1,RU,1702912635
332,florida,28.7505,-82.5001,16.15,72,40,6.69,US,1702912594
333,haiku-pauwela,20.9219,-156.3051,20.58,87,0,4.47,US,1702912635
334,cambria,35.5641,-121.0808,16.73,97,99,3.13,US,1702912636
335,antigonish,45.6169,-61.9986,13.41,80,100,6.26,CA,1702912636
336,fuling,29.7022,107.3919,5.46,78,84,0.3,CN,1702912636
337,puerto lleras,3.0223,-73.4044,24.7,92,100,0.25,CO,1702912637
338,dudinka,69.4058,86.1778,-17.4,83,100,13.41,RU,1702912637
339,pochinki,54.6988,44.8668,-1.76,96,52,4.81,RU,1702912637
340,olmos,-5.9847,-79.7453,25.5,75,100,2.04,PE,1702912638
341,yauya,-8.9833,-77.3,15.96,55,62,1.51,PE,1702912638
342,singojuruh,-8.3167,114.2333,22.66,84,41,1.56,ID,1702912638
343,kolonia town,6.964,158.206,27.0,89,75,4.12,FM,1702912638
344,filandia,4.6747,-75.6583,19.56,88,75,2.06,CO,1702912639
345,dhidhdhoo,6.8833,73.1,27.8,77,54,2.25,MV,1702912639
346,arbelaez,4.2725,-74.4151,21.5,88,100,1.45,CO,1702912639
347,zeya,53.75,127.2667,-23.46,97,100,0.7,RU,1702912523
348,coquimbo,-29.9533,-71.3436,18.85,68,0,6.69,CL,1702912640
349,malango,-2.9627,119.9001,21.13,99,100,0.87,ID,1702912640
350,susuman,62.7833,148.1667,-34.08,100,95,0.33,RU,1702912641
351,dossor,47.5272,52.9811,-0.44,93,100,5.64,KZ,1702912641
352,vernon,50.2581,-119.2691,2.39,90,100,0.0,CA,1702912641
353,quatis,-22.4072,-44.2581,32.16,46,0,1.59,BR,1702912641
354,sterling,39.0062,-77.4286,11.05,66,75,11.83,US,1702912396
355,chom bueng,13.62,99.5917,25.14,70,94,1.47,TH,1702912642
356,prado,-17.3411,-39.2208,28.94,61,5,5.39,BR,1702912643
357,hami,42.8,93.45,-12.7,60,4,3.16,CN,1702912643
358,pariaman,-0.619,100.12,26.03,88,100,1.28,ID,1702912643
359,labrador city,52.9463,-66.9114,1.95,93,100,7.2,CA,1702912643
360,zhuji,29.7188,120.2423,1.32,99,100,0.87,CN,1702912644
361,flying fish cove,-10.4217,105.6791,25.82,78,75,2.57,CX,1702912644
362,kirensk,57.7853,108.1119,-37.8,100,94,0.45,RU,1702912644
363,obock,12.25,43.0833,20.44,56,97,7.42,DJ,1702912645
364,saldanha,-33.0117,17.9442,18.5,69,9,12.37,ZA,1702912645
